,price,ticker,S_avg,Sigma,signal,position,pnl,cum_pnl
2024-02-26 18:00:00,181.09,AAPL,181.91533333333334,0.6648010926240588,-1,-4,-0.029999999999972715,-31.894999999999953
2024-02-26 18:00:00,407.15,MSFT,409.43758333333335,1.2456684923176646,-1,6,1.1899999999997135,-130.21400000000017
2024-02-26 19:00:00,181.01,AAPL,181.83575,0.653530894782575,-1,-5,0.32000000000005,-31.574999999999903
2024-02-26 19:00:00,407.2,MSFT,409.3109166666666,1.3132553285520303,-1,5,0.3000000000000682,-129.9140000000001
2024-02-27 04:00:00,180.98,AAPL,181.75979166666664,0.6420627071619064,-1,-6,0.15000000000000568,-31.424999999999898
2024-02-27 04:00:00,407.65,MSFT,409.2221666666666,1.35158968132563,-1,4,2.249999999999943,-127.66400000000016
2024-02-27 05:00:00,408.05,MSFT,409.12508333333335,1.348484976513741,0,4,1.6000000000001364,-126.06400000000002
2024-02-27 05:00:00,180.95,AAPL,181.68583333333336,0.6281263834800599,-1,-7,0.18000000000000682,-31.24499999999989
2024-02-27 06:00:00,406.95,MSFT,408.97549999999995,1.3833711816017056,-1,3,-4.400000000000091,-130.4640000000001
2024-02-27 06:00:00,180.81,AAPL,181.610625,0.6200443751655782,-1,-8,0.9799999999999045,-30.264999999999986
2024-02-27 07:00:00,407.44,MSFT,408.85549999999995,1.3865807805060104,-1,2,1.4700000000000273,-128.99400000000009
2024-02-27 07:00:00,181.12,AAPL,181.55229166666666,0.5961670672739442,0,-8,-2.480000000000018,-32.745000000000005
2024-02-27 08:00:00,407.04,MSFT,408.73925,1.4179286254799826,-1,1,-0.7999999999999545,-129.79400000000004
2024-02-27 08:00:00,181.15,AAPL,181.493125,0.5601490727442374,0,-8,-0.2400000000000091,-32.985000000000014
2024-02-27 09:00:00,180.93,AAPL,181.43395833333332,0.5403500861296289,0,-8,1.759999999999991,-31.225000000000023
2024-02-27 09:00:00,406.19,MSFT,408.57154166666663,1.4727644511673037,-1,0,-0.8500000000000227,-130.64400000000006
2024-02-27 10:00:00,406.592,MSFT,408.4345416666667,1.498461152073765,-1,-1,0.0,-130.64400000000006
