dates,ES1 Index,PT1 Index,CADUSD Curncy,DXY Curncy
01/01/1980,,,0.8559,85.82
01/02/1980,,,0.8578,85.32
01/03/1980,,,0.8545,85.26
01/04/1980,,,0.8557,85.23
01/07/1980,,,0.8551,84.79
01/08/1980,,,0.8548,85.07
01/09/1980,,,0.8557,85.02
01/10/1980,,,0.8584,85.21
01/11/1980,,,0.8584,85.35
01/14/1980,,,0.8574,85.23
01/15/1980,,,0.8578,85.64
01/16/1980,,,0.8588,85.4
01/17/1980,,,0.8611,85.52
01/18/1980,,,0.8608,85.45
01/21/1980,,,0.8613,85.7
01/22/1980,,,0.8628,85.8
01/23/1980,,,0.8618,85.56
01/24/1980,,,0.8644,85.71
01/25/1980,,,0.8614,85.94
01/28/1980,,,0.8593,86.1
01/29/1980,,,0.8593,86.02
01/30/1980,,,0.8608,85.96
01/31/1980,,,0.8632,86.14
02/01/1980,,,0.8651,86.13
02/04/1980,,,0.863,86.05
02/05/1980,,,0.8607,86.02
02/06/1980,,,0.8623,85.62
02/07/1980,,,0.863,85.8
02/08/1980,,,0.8628,85.94
02/11/1980,,,0.8629,85.85
02/12/1980,,,0.8629,85.85
02/13/1980,,,0.861,85.77
02/14/1980,,,0.8622,85.84
02/15/1980,,,0.8605,86.1
02/18/1980,,,0.8605,86.1
02/19/1980,,,0.8623,86.51
02/20/1980,,,0.8657,86.48
02/21/1980,,,0.8687,86.41
02/22/1980,,,0.8674,86.92
02/25/1980,,,0.8687,87.05
02/26/1980,,,0.8693,87.08
02/27/1980,,,0.8727,86.9
02/28/1980,,,0.8723,87.01
02/29/1980,,,0.8734,87.65
03/03/1980,,,0.8749,87.85
03/04/1980,,,0.8674,88.08
03/05/1980,,,0.8716,87.99
03/06/1980,,,0.8671,88.32
03/07/1980,,,0.8639,88.41
03/10/1980,,,0.8593,88.89
03/11/1980,,,0.8584,88.93
03/12/1980,,,0.8567,88.8
03/13/1980,,,0.8551,89.27
03/14/1980,,,0.8485,89.82
03/17/1980,,,0.8441,91.27
03/18/1980,,,0.8475,91.35
03/19/1980,,,0.8495,91.09
03/20/1980,,,0.8482,90.84
03/21/1980,,,0.8454,91.26
03/24/1980,,,0.8428,91.61
03/25/1980,,,0.8377,91.84
03/26/1980,,,0.8416,91.75
03/27/1980,,,0.8421,92.49
03/28/1980,,,0.8426,92.83
03/31/1980,,,0.8393,93.58
04/01/1980,,,0.8353,94.22
04/02/1980,,,0.8401,94.07
04/03/1980,,,0.8382,94.37
04/04/1980,,,0.8386,94.67
04/07/1980,,,0.8416,94.88
04/08/1980,,,0.8443,93.46
04/09/1980,,,0.8461,91.63
04/10/1980,,,0.8466,91.07
04/11/1980,,,0.8478,91.26
04/14/1980,,,0.8457,91.02
04/15/1980,,,0.8421,91.81
04/16/1980,,,0.8425,90.57
04/17/1980,,,0.8437,90.51
04/18/1980,,,0.8442,90.5
04/21/1980,,,0.8459,90.15
04/22/1980,,,0.8446,90.55
04/23/1980,,,0.8469,88.87
04/24/1980,,,0.8461,88.83
04/25/1980,,,0.8435,88.68
04/28/1980,,,0.8423,88.04
04/29/1980,,,0.8407,88.01
04/30/1980,,,0.8417,88.11
05/01/1980,,,0.8407,88.22
05/02/1980,,,0.838,88.9
05/05/1980,,,0.8403,87.84
05/06/1980,,,0.8421,87.41
05/07/1980,,,0.8445,87.21
05/08/1980,,,0.8482,87.5
05/09/1980,,,0.8462,88.01
05/12/1980,,,0.8484,87.08
05/13/1980,,,0.8505,87.23
05/14/1980,,,0.8511,86.92
05/15/1980,,,0.8493,86.97
05/16/1980,,,0.8514,87.24
05/19/1980,,,0.8507,87.39
05/20/1980,,,0.8517,87.24
05/21/1980,,,0.8624,86.38
05/22/1980,,,0.8614,86.37
05/23/1980,,,0.862,85.78
05/26/1980,,,0.862,85.78
05/27/1980,,,0.8629,85.15
05/28/1980,,,0.86,85.68
05/29/1980,,,0.8624,85.9
05/30/1980,,,0.863,85.93
06/02/1980,,,0.863,86.09
06/03/1980,,,0.861,86.07
06/04/1980,,,0.8633,85.8
06/05/1980,,,0.8643,85.72
06/06/1980,,,0.8673,85.5
06/09/1980,,,0.8689,84.99
06/10/1980,,,0.8692,85.02
06/11/1980,,,0.8718,85.19
06/12/1980,,,0.8714,85.07
06/13/1980,,,0.8725,84.75
06/16/1980,,,0.8709,85.12
06/17/1980,,,0.868,85.16
06/18/1980,,,0.8695,85.02
06/19/1980,,,0.8708,85.16
06/20/1980,,,0.8699,85.25
06/23/1980,,,0.8698,85.14
06/24/1980,,,0.8701,85.27
06/25/1980,,,0.8673,85.32
06/26/1980,,,0.8681,85.16
06/27/1980,,,0.8701,85.13
06/30/1980,,,0.8687,85.2
07/01/1980,,,0.8694,85.1
07/02/1980,,,0.8718,85
07/03/1980,,,0.8743,84.89
07/04/1980,,,0.8743,84.89
07/07/1980,,,0.8754,84.19
07/08/1980,,,0.8741,84.27
07/09/1980,,,0.8731,84.27
07/10/1980,,,0.8723,84.12
07/11/1980,,,0.8695,84.22
07/14/1980,,,0.8691,84.39
07/15/1980,,,0.8672,84.62
07/16/1980,,,0.8683,84.47
07/17/1980,,,0.8699,84.17
07/18/1980,,,0.869,84.61
07/21/1980,,,0.8671,84.43
07/22/1980,,,0.8672,84.31
07/23/1980,,,0.8664,84.53
07/24/1980,,,0.8675,84.3
07/25/1980,,,0.8644,84.54
07/28/1980,,,0.8594,84.73
07/29/1980,,,0.8591,85.29
07/30/1980,,,0.857,85.92
07/31/1980,,,0.8607,86.08
08/01/1980,,,0.8632,86.49
08/04/1980,,,0.8636,86.13
08/05/1980,,,0.864,85.81
08/06/1980,,,0.8648,85.45
08/07/1980,,,0.8633,85.87
08/08/1980,,,0.8643,85.93
08/11/1980,,,0.8622,85.95
08/12/1980,,,0.8615,85.72
08/13/1980,,,0.8623,85.79
08/14/1980,,,0.8628,85.93
08/15/1980,,,0.8624,86
08/18/1980,,,0.859,86.43
08/19/1980,,,0.8587,86.47
08/20/1980,,,0.8612,86.31
08/21/1980,,,0.8617,86.36
08/22/1980,,,0.8623,86.86
08/25/1980,,,0.8631,86.55
08/26/1980,,,0.8629,86.25
08/27/1980,,,0.863,86.17
08/28/1980,,,0.8651,85.69
08/29/1980,,,0.8639,85.85
09/01/1980,,,0.8639,85.85
09/02/1980,,,0.8654,85.19
09/03/1980,,,0.8635,85.15
09/04/1980,,,0.8605,85.2
09/05/1980,,,0.8599,85.41
09/08/1980,,,0.8589,85.2
09/09/1980,,,0.8601,85.33
09/10/1980,,,0.8607,85.29
09/11/1980,,,0.8603,85.1
09/12/1980,,,0.861,85.08
09/15/1980,,,0.8587,85.24
09/16/1980,,,0.8576,85.26
09/17/1980,,,0.8543,85.21
09/18/1980,,,0.856,85.58
09/19/1980,,,0.8571,85.55
09/22/1980,,,0.8573,86.02
09/23/1980,,,0.8607,86.29
09/24/1980,,,0.8577,85.66
09/25/1980,,,0.8573,85.79
09/26/1980,,,0.8564,85.8
09/29/1980,,,0.853,86.14
09/30/1980,,,0.8543,86.02
10/01/1980,,,0.854,85.75
10/02/1980,,,0.8534,85.88
10/03/1980,,,0.8559,85.8
10/06/1980,,,0.8573,85.43
10/07/1980,,,0.8565,85.68
10/08/1980,,,0.8561,85.6
10/09/1980,,,0.8577,85.64
10/10/1980,,,0.8584,85.59
10/13/1980,,,0.8584,85.59
10/14/1980,,,0.8589,85.73
10/15/1980,,,0.8584,86
10/16/1980,,,0.8574,86.09
10/17/1980,,,0.857,86.52
10/20/1980,,,0.8568,86.98
10/21/1980,,,0.8568,86.92
10/22/1980,,,0.8563,87.06
10/23/1980,,,0.8554,87.04
10/24/1980,,,0.8569,87.34
10/27/1980,,,0.8534,87.8
10/28/1980,,,0.8509,88.21
10/29/1980,,,0.8514,87.76
10/30/1980,,,0.849,88.16
10/31/1980,,,0.8508,88.38
11/03/1980,,,0.8482,88.64
11/04/1980,,,0.8482,88.64
11/05/1980,,,0.8444,89.49
11/06/1980,,,0.8416,89.73
11/07/1980,,,0.8425,90.12
11/10/1980,,,0.8449,88.49
11/11/1980,,,0.8449,88.49
11/12/1980,,,0.8455,88.71
11/13/1980,,,0.844,88.43
11/14/1980,,,0.8428,88.85
11/17/1980,,,0.841,89.75
11/18/1980,,,0.8416,89.41
11/19/1980,,,0.8427,88.98
11/20/1980,,,0.8423,89.3
11/21/1980,,,0.8435,89.56
11/24/1980,,,0.8397,89.66
11/25/1980,,,0.8416,89.45
11/26/1980,,,0.8419,89.77
11/27/1980,,,0.8419,89.77
11/28/1980,,,0.8404,90.01
12/01/1980,,,0.8383,90.55
12/02/1980,,,0.8381,90.66
12/03/1980,,,0.8372,90.31
12/04/1980,,,0.8391,90.24
12/05/1980,,,0.8362,90.84
12/08/1980,,,0.8365,90.67
12/09/1980,,,0.8343,91.35
12/10/1980,,,0.8333,92.13
12/11/1980,,,0.8326,92.57
12/12/1980,,,0.8307,92.28
12/15/1980,,,0.8302,91.76
12/16/1980,,,0.8258,92.66
12/17/1980,,,0.8273,91.5
12/18/1980,,,0.8315,91.81
12/19/1980,,,0.8383,91.15
12/22/1980,,,0.8374,90.6
12/23/1980,,,0.8387,90.18
12/24/1980,,,0.8386,90.03
12/25/1980,,,0.8386,90.03
12/26/1980,,,0.8389,90.07
12/29/1980,,,0.8417,90.32
12/30/1980,,,0.8413,89.86
12/31/1980,,,0.8372,90.39
01/01/1981,,,0.8372,90.39
01/02/1981,,,0.837,90.51
01/05/1981,,,0.8413,89.14
01/06/1981,,,0.8416,88.95
01/07/1981,,,0.8418,89.45
01/08/1981,,,0.8418,89.99
01/09/1981,,,0.8415,90.51
01/12/1981,,,0.8408,90.83
01/13/1981,,,0.8401,91.31
01/14/1981,,,0.8397,91.01
01/15/1981,,,0.8405,91.15
01/16/1981,,,0.839,91.45
01/19/1981,,,0.8403,91.36
01/20/1981,,,0.8401,91.04
01/21/1981,,,0.8408,90.63
01/22/1981,,,0.8396,91.73
01/23/1981,,,0.8399,92.11
01/26/1981,,,0.8403,92.58
01/27/1981,,,0.8392,93.12
01/28/1981,,,0.8373,93.62
01/29/1981,,,0.8347,93.99
01/30/1981,,,0.8373,95.24
02/02/1981,,,0.8375,94.82
02/03/1981,,,0.8354,95.29
02/04/1981,,,0.8365,94.59
02/05/1981,,,0.8354,95.59
02/06/1981,,,0.8361,95.45
02/09/1981,,,0.8353,95.39
02/10/1981,,,0.8341,95.71
02/11/1981,,,0.8356,95.74
02/12/1981,,,0.8356,95.74
02/13/1981,,,0.8326,98.18
02/16/1981,,,0.8326,98.18
02/17/1981,,,0.8291,97.84
02/18/1981,,,0.831,97.61
02/19/1981,,,0.8338,96.06
02/20/1981,,,0.8364,94.95
02/23/1981,,,0.8356,95.78
02/24/1981,,,0.8344,96.13
02/25/1981,,,0.8349,96.02
02/26/1981,,,0.8336,96.46
02/27/1981,,,0.8324,97.06
03/02/1981,,,0.8308,97.95
03/03/1981,,,0.831,97.68
03/04/1981,,,0.8313,97.21
03/05/1981,,,0.8326,97.22
03/06/1981,,,0.8336,97.27
03/09/1981,,,0.8349,96.34
03/10/1981,,,0.8353,96.14
03/11/1981,,,0.8343,96.58
03/12/1981,,,0.8347,96.43
03/13/1981,,,0.8385,96.31
03/16/1981,,,0.8399,95.68
03/17/1981,,,0.8429,95.47
03/18/1981,,,0.8458,94.39
03/19/1981,,,0.8462,94.24
03/20/1981,,,0.8468,94.83
03/23/1981,,,0.8455,95.69
03/24/1981,,,0.8453,95.46
03/25/1981,,,0.8451,95.59
03/26/1981,,,0.8448,96.55
03/27/1981,,,0.8416,97.13
03/30/1981,,,0.8426,96.28
03/31/1981,,,0.8422,96.76
04/01/1981,,,0.845,96.28
04/02/1981,,,0.8461,96.86
04/03/1981,,,0.8447,97.42
04/06/1981,,,0.8418,98.44
04/07/1981,,,0.8442,97.35
04/08/1981,,,0.8447,97.63
04/09/1981,,,0.8437,98
04/10/1981,,,0.8427,98.38
04/13/1981,,,0.8389,99.13
04/14/1981,,,0.8391,98.85
04/15/1981,,,0.8354,99.51
04/16/1981,,,0.8369,99.7
04/17/1981,,,0.8359,99.86
04/20/1981,,,0.8364,99.81
04/21/1981,,,0.8377,99.7
04/22/1981,,,0.8379,98.92
04/23/1981,,,0.8371,99.2
04/24/1981,,,0.8382,99.31
04/27/1981,,,0.838,99.25
04/28/1981,,,0.8368,99.46
04/29/1981,,,0.8352,100.42
04/30/1981,,,0.836,100.45
05/01/1981,,,0.8359,100.28
05/04/1981,,,0.8328,101.8
05/05/1981,,,0.8315,102.5
05/06/1981,,,0.834,102.04
05/07/1981,,,0.8338,102.64
05/08/1981,,,0.8336,102.05
05/11/1981,,,0.8324,103.23
05/12/1981,,,0.832,103.72
05/13/1981,,,0.8324,103.83
05/14/1981,,,0.8321,104.52
05/15/1981,,,0.8322,104.43
05/18/1981,,,0.834,104
05/19/1981,,,0.8323,104.16
05/20/1981,,,0.8322,103.86
05/21/1981,,,0.8319,104.73
05/22/1981,,,0.8326,104.51
05/25/1981,,,0.8326,104.51
05/26/1981,,,0.8326,104.96
05/27/1981,,,0.8317,105.36
05/28/1981,,,0.8321,104.69
05/29/1981,,,0.8308,104.95
06/01/1981,,,0.8292,104.99
06/02/1981,,,0.8279,106.11
06/03/1981,,,0.8285,106
06/04/1981,,,0.8261,108.24
06/05/1981,,,0.8286,108.47
06/08/1981,,,0.8294,108.09
06/09/1981,,,0.8291,108.09
06/10/1981,,,0.8315,106.8
06/11/1981,,,0.8296,107.92
06/12/1981,,,0.8301,107.56
06/15/1981,,,0.832,105.55
06/16/1981,,,0.8306,105.57
06/17/1981,,,0.8298,105.62
06/18/1981,,,0.8293,106.57
06/19/1981,,,0.8292,106.78
06/22/1981,,,0.8321,106.23
06/23/1981,,,0.834,106.01
06/24/1981,,,0.8337,106.51
06/25/1981,,,0.8328,107.43
06/26/1981,,,0.8315,107.37
06/29/1981,,,0.8335,107.53
06/30/1981,,,0.8329,107.71
07/01/1981,,,0.8309,108.52
07/02/1981,,,0.8317,108.56
07/03/1981,,,0.8321,108.69
07/06/1981,,,0.8318,109.59
07/07/1981,,,0.8315,109.38
07/08/1981,,,0.8293,110.5
07/09/1981,,,0.8292,110.29
07/10/1981,,,0.8312,109.45
07/13/1981,,,0.8311,109.08
07/14/1981,,,0.8295,110.04
07/15/1981,,,0.8306,108.7
07/16/1981,,,0.8304,108.84
07/17/1981,,,0.8294,109.42
07/20/1981,,,0.8286,110.07
07/21/1981,,,0.8247,111.01
07/22/1981,,,0.8245,110.16
07/23/1981,,,0.82,110.46
07/24/1981,,,0.8276,110.14
07/27/1981,,,0.8171,110.25
07/28/1981,,,0.8152,110.45
07/29/1981,,,0.815,110.95
07/30/1981,,,0.8163,111.02
07/31/1981,,,0.8104,111.72
08/03/1981,,,0.8048,114.03
08/04/1981,,,0.8048,114.25
08/05/1981,,,0.8048,113.26
08/06/1981,,,0.8076,113.51
08/07/1981,,,0.8051,113.73
08/10/1981,,,0.8066,114.88
08/11/1981,,,0.8115,114.51
08/12/1981,,,0.8132,112.2
08/13/1981,,,0.8128,112.91
08/14/1981,,,0.8155,113.29
08/17/1981,,,0.8179,112.01
08/18/1981,,,0.8226,111.63
08/19/1981,,,0.8256,111.75
08/20/1981,,,0.8248,110.82
08/21/1981,,,0.8291,110.01
08/24/1981,,,0.8273,110.78
08/25/1981,,,0.8236,112.18
08/26/1981,,,0.8239,110.92
08/27/1981,,,0.8256,111.22
08/28/1981,,,0.8319,110.32
08/31/1981,,,0.8319,110.28
09/01/1981,,,0.8305,110.76
09/02/1981,,,0.8362,110.09
09/03/1981,,,0.8372,109.7
09/04/1981,,,0.8346,109.35
09/07/1981,,,0.8346,109.35
09/08/1981,,,0.8328,110.53
09/09/1981,,,0.8274,110.55
09/10/1981,,,0.8322,109.31
09/11/1981,,,0.8304,109.58
09/14/1981,,,0.8319,109.07
09/15/1981,,,0.8334,107.41
09/16/1981,,,0.8316,106.55
09/17/1981,,,0.8316,105.78
09/18/1981,,,0.8333,105.59
09/21/1981,,,0.8361,103.84
09/22/1981,,,0.8346,105.65
09/23/1981,,,0.8343,106.47
09/24/1981,,,0.835,107.25
09/25/1981,,,0.8345,107.62
09/28/1981,,,0.8304,108.33
09/29/1981,,,0.8313,107.31
09/30/1981,,,0.8286,107.73
10/01/1981,,,0.8296,107.57
10/02/1981,,,0.8302,106.79
10/05/1981,,,0.834,105.23
10/06/1981,,,0.8331,106.35
10/07/1981,,,0.8341,105.05
10/08/1981,,,0.8339,104.56
10/09/1981,,,0.8351,103.86
10/12/1981,,,0.8351,103.86
10/13/1981,,,0.8349,105.12
10/14/1981,,,0.8326,105.26
10/15/1981,,,0.8331,105.59
10/16/1981,,,0.8312,105.98
10/19/1981,,,0.8319,105.87
10/20/1981,,,0.832,106.11
10/21/1981,,,0.8295,107.28
10/22/1981,,,0.8291,107.55
10/23/1981,,,0.8302,107.26
10/26/1981,,,0.8277,108.65
10/27/1981,,,0.8275,108.36
10/28/1981,,,0.8282,107.79
10/29/1981,,,0.8294,107.14
10/30/1981,,,0.8313,106.13
11/02/1981,,,0.834,104.99
11/03/1981,,,0.834,104.99
11/04/1981,,,0.8356,104.62
11/05/1981,,,0.8352,105.18
11/06/1981,,,0.8383,105.04
11/09/1981,,,0.8391,104.31
11/10/1981,,,0.8376,105.35
11/11/1981,,,0.8376,105.35
11/12/1981,,,0.8403,104.36
11/13/1981,,,0.8411,104.48
11/16/1981,,,0.8427,104.8
11/17/1981,,,0.8418,105.29
11/18/1981,,,0.8479,104.47
11/19/1981,,,0.8447,104.64
11/20/1981,,,0.8442,105.08
11/23/1981,,,0.8454,104.8
11/24/1981,,,0.8472,103.95
11/25/1981,,,0.8475,103.85
11/26/1981,,,0.8475,103.85
11/27/1981,,,0.8498,103.28
11/30/1981,,,0.8499,103.18
12/01/1981,,,0.8486,103.65
12/02/1981,,,0.8492,103.37
12/03/1981,,,0.8465,104.04
12/04/1981,,,0.8487,103.8
12/07/1981,,,0.8449,104.34
12/08/1981,,,0.8449,104.72
12/09/1981,,,0.845,104.72
12/10/1981,,,0.843,105.33
12/11/1981,,,0.8408,105.8
12/14/1981,,,0.8361,106.46
12/15/1981,,,0.8379,105.47
12/16/1981,,,0.8389,105.76
12/17/1981,,,0.8405,105.83
12/18/1981,,,0.8415,106.24
12/21/1981,,,0.843,106.09
12/22/1981,,,0.8459,105.73
12/23/1981,,,0.8463,105.89
12/24/1981,,,0.8449,105.95
12/25/1981,,,0.8449,105.95
12/28/1981,,,0.8467,105.87
12/29/1981,,,0.8434,105.89
12/30/1981,,,0.8447,105.23
12/31/1981,,,0.843,104.69
01/01/1982,,,0.843,104.69
01/04/1982,,,0.8427,104.62
01/05/1982,,,0.8407,105.41
01/06/1982,,,0.843,104.92
01/07/1982,,,0.842,105.56
01/08/1982,,,0.843,105.48
01/11/1982,,,0.8405,106.54
01/12/1982,,,0.8395,106.74
01/13/1982,,,0.8398,107.03
01/14/1982,,,0.8375,107.44
01/15/1982,,,0.8371,107.57
01/18/1982,,,0.8364,107.17
01/19/1982,,,0.8377,106.96
01/20/1982,,,0.8371,107.48
01/21/1982,,,0.8396,107.22
01/22/1982,,,0.8372,107.73
01/25/1982,,,0.8344,108.78
01/26/1982,,,0.8369,107.92
01/27/1982,,,0.8355,108.36
01/28/1982,,,0.8347,108.5
01/29/1982,,,0.8356,108.03
02/01/1982,,,0.8322,109.32
02/02/1982,,,0.8287,109.44
02/03/1982,,,0.8282,109.51
02/04/1982,,,0.83,109.14
02/05/1982,,,0.8293,109.39
02/08/1982,,,0.8273,109.81
02/09/1982,,,0.8218,110.64
02/10/1982,,,0.8235,110.36
02/11/1982,,,0.8266,110.21
02/12/1982,,,0.8266,110.21
02/15/1982,,,0.8266,110.21
02/16/1982,,,0.8207,111.54
02/17/1982,,,0.8209,111.59
02/18/1982,,,0.8233,110.31
02/19/1982,,,0.8218,110.06
02/22/1982,,,0.8221,110.19
02/23/1982,,,0.8192,111.13
02/24/1982,,,0.8195,111.03
02/25/1982,,,0.8186,111.15
02/26/1982,,,0.8137,111.93
03/01/1982,,,0.8145,111.96
03/02/1982,,,0.8161,111.69
03/03/1982,,,0.8164,111.42
03/04/1982,,,0.8203,111.21
03/05/1982,,,0.8247,110.28
03/08/1982,,,0.824,110.36
03/09/1982,,,0.8249,111.47
03/10/1982,,,0.8246,111.18
03/11/1982,,,0.8252,111.69
03/12/1982,,,0.8227,112.07
03/15/1982,,,0.821,111.93
03/16/1982,,,0.8218,112.27
03/17/1982,,,0.8228,112.2
03/18/1982,,,0.8228,112.66
03/19/1982,,,0.8194,113.05
03/22/1982,,,0.8195,113.53
03/23/1982,,,0.8192,113.33
03/24/1982,,,0.8171,113.17
03/25/1982,,,0.8153,113.73
03/26/1982,,,0.8142,113.99
03/29/1982,,,0.8115,114.56
03/30/1982,,,0.8145,114.17
03/31/1982,,,0.8127,114.73
04/01/1982,,,0.8152,114.16
04/02/1982,,,0.8157,113.97
04/05/1982,,,0.8153,114.59
04/06/1982,,,0.8137,114.96
04/07/1982,,,0.8113,114.76
04/08/1982,,,0.8112,115.36
04/09/1982,,,0.812,115.24
04/12/1982,,,0.8125,115.02
04/13/1982,,,0.8167,114.67
04/14/1982,,,0.8165,114.98
04/15/1982,,,0.8185,115.16
04/16/1982,,,0.8192,115.1
04/19/1982,,,0.8207,114.45
04/20/1982,,,0.8181,114.09
04/21/1982,,,0.8179,113.92
04/22/1982,,,0.8163,113.95
04/23/1982,,,0.8169,113.72
04/26/1982,,,0.8181,113.01
04/27/1982,,,0.8161,112.89
04/28/1982,,,0.816,112.36
04/29/1982,,,0.8181,111.84
04/30/1982,,,0.8199,111.6
05/03/1982,,,0.8167,111.51
05/04/1982,,,0.8151,111.98
05/05/1982,,,0.8176,111.03
05/06/1982,,,0.8188,110.5
05/07/1982,,,0.8176,109.86
05/10/1982,,,0.8161,109.73
05/11/1982,,,0.8115,109.7
05/12/1982,,,0.8067,109.79
05/13/1982,,,0.8072,110.37
05/14/1982,,,0.8081,110.77
05/17/1982,,,0.807,110.79
05/18/1982,,,0.807,111.21
05/19/1982,,,0.8087,111.61
05/20/1982,,,0.8112,111.52
05/21/1982,,,0.8094,111.05
05/24/1982,,,0.8089,110.79
05/25/1982,,,0.808,111.27
05/26/1982,,,0.8087,111.8
05/27/1982,,,0.805,112.68
05/28/1982,,,0.8039,112.79
05/31/1982,,,0.8039,112.79
06/01/1982,,,0.8006,113.71
06/02/1982,,,0.8029,113.5
06/03/1982,,,0.804,113.25
06/04/1982,,,0.8001,113.37
06/07/1982,,,0.7974,114.01
06/08/1982,,,0.7947,114.74
06/09/1982,,,0.7912,115.45
06/10/1982,,,0.7929,115.5
06/11/1982,,,0.7925,115.05
06/14/1982,,,0.7863,117.15
06/15/1982,,,0.7843,117.24
06/16/1982,,,0.7796,117.87
06/17/1982,,,0.7757,118.49
06/18/1982,,,0.7728,119.01
06/21/1982,,,0.7691,119.82
06/22/1982,,,0.7704,118.87
06/23/1982,,,0.7698,119.69
06/24/1982,,,0.7773,119.2
06/25/1982,,,0.7768,120.11
06/28/1982,,,0.7702,120.47
06/29/1982,,,0.7695,119.16
06/30/1982,,,0.7735,119.04
07/01/1982,,,0.7776,119.33
07/02/1982,,,0.7767,119.62
07/05/1982,,,0.7767,119.62
07/06/1982,,,0.7741,120.17
07/07/1982,,,0.7715,121.02
07/08/1982,,,0.7752,121.06
07/09/1982,,,0.7817,119.96
07/12/1982,,,0.7863,119.22
07/13/1982,,,0.7852,120.18
07/14/1982,,,0.7867,120.04
07/15/1982,,,0.7896,119.92
07/16/1982,,,0.7913,119.27
07/19/1982,,,0.7932,119.09
07/20/1982,,,0.7955,118.31
07/21/1982,,,0.7976,117.41
07/22/1982,,,0.7935,117.61
07/23/1982,,,0.7959,116.12
07/26/1982,,,0.7914,116.67
07/27/1982,,,0.7922,116.2
07/28/1982,,,0.7936,118.33
07/29/1982,,,0.7926,118.82
07/30/1982,,,0.7964,119.05
08/02/1982,,,0.8,117.8
08/03/1982,,,0.7982,118.16
08/04/1982,,,0.798,119.8
08/05/1982,,,0.8012,119.86
08/06/1982,,,0.8012,120.24
08/09/1982,,,0.7969,121.16
08/10/1982,,,0.7978,121.16
08/11/1982,,,0.7978,121.41
08/12/1982,,,0.7937,121.32
08/13/1982,,,0.7987,120.93
08/16/1982,,,0.799,121.32
08/17/1982,,,0.807,120.79
08/18/1982,,,0.8066,119.65
08/19/1982,,,0.8052,119.83
08/20/1982,,,0.8094,118.35
08/23/1982,,,0.8082,118.4
08/24/1982,,,0.8106,116.95
08/25/1982,,,0.8107,117.29
08/26/1982,,,0.8106,117.79
08/27/1982,,,0.8066,119.12
08/30/1982,,,0.8042,120.67
08/31/1982,,,0.807,120.29
09/01/1982,,,0.8081,120.03
09/02/1982,,,0.8087,118.78
09/03/1982,,,0.8065,119.55
09/06/1982,,,0.8065,119.55
09/07/1982,,,0.8058,119.52
09/08/1982,,,0.8085,120.11
09/09/1982,,,0.811,119.81
09/10/1982,,,0.8074,121
09/13/1982,,,0.8081,121.46
09/14/1982,,,0.8091,121.19
09/15/1982,,,0.8095,121.28
09/16/1982,,,0.8105,121.14
09/17/1982,,,0.8104,120.79
09/20/1982,,,0.8116,120.94
09/21/1982,,,0.8139,121.05
09/22/1982,,,0.814,120.6
09/23/1982,,,0.8145,121.22
09/24/1982,,,0.8114,121.46
09/27/1982,,,0.8098,122.63
09/28/1982,,,0.8088,122.76
09/29/1982,,,0.8106,122.2
09/30/1982,,,0.8089,122.2
10/01/1982,,,0.8095,122.14
10/04/1982,,,0.8076,123.38
10/05/1982,,,0.8063,123.36
10/06/1982,,,0.8074,123.15
10/07/1982,,,0.8097,122.56
10/08/1982,,,0.8112,122.94
10/11/1982,,,0.8112,122.94
10/12/1982,,,0.8163,121.23
10/13/1982,,,0.8137,122.26
10/14/1982,,,0.8138,122.66
10/15/1982,,,0.813,122.77
10/18/1982,,,0.8143,122.55
10/19/1982,,,0.8165,122.53
10/20/1982,,,0.8144,123.07
10/21/1982,,,0.8155,123.4
10/22/1982,,,0.8155,123.41
10/25/1982,,,0.8147,124.42
10/26/1982,,,0.8149,124.17
10/27/1982,,,0.8142,124.05
10/28/1982,,,0.8149,124.76
10/29/1982,,,0.8156,124.78
11/01/1982,,,0.8167,124.36
11/02/1982,,,0.8167,124.36
11/03/1982,,,0.8184,124.51
11/04/1982,,,0.8177,125.38
11/05/1982,,,0.8177,125.36
11/08/1982,,,0.8179,126.02
11/09/1982,,,0.8201,125.2
11/10/1982,,,0.819,124.85
11/11/1982,,,0.819,124.85
11/12/1982,,,0.8174,125.42
11/15/1982,,,0.8164,125.42
11/16/1982,,,0.8158,124.86
11/17/1982,,,0.8157,125.09
11/18/1982,,,0.8163,124.91
11/19/1982,,,0.8189,123.72
11/22/1982,,,0.8161,123.83
11/23/1982,,,0.8155,124.16
11/24/1982,,,0.8139,123.08
11/25/1982,,,0.8139,123.08
11/26/1982,,,0.8076,122.64
11/29/1982,,,0.8066,121.88
11/30/1982,,,0.8082,121
12/01/1982,,,0.8069,121.03
12/02/1982,,,0.806,120.33
12/03/1982,,,0.8091,119.58
12/06/1982,,,0.8057,119.68
12/07/1982,,,0.8034,119.36
12/08/1982,,,0.8058,119.53
12/09/1982,,,0.8073,120.66
12/10/1982,,,0.8097,120.48
12/13/1982,,,0.8083,121.45
12/14/1982,,,0.8087,119.98
12/15/1982,,,0.8077,120.46
12/16/1982,,,0.8067,119.35
12/17/1982,,,0.8084,119.61
12/20/1982,,,0.809,119.28
12/21/1982,,,0.8081,118.92
12/22/1982,,,0.808,118.68
12/23/1982,,,0.8072,118.43
12/24/1982,,,0.8059,118.22
12/27/1982,,,0.8045,117.84
