dates,ES1 Index,PT1 Index,CADUSD Curncy,DXY Curncy
06/12/1990,,,0.853,92.94
06/13/1990,,,0.8534,92.54
06/14/1990,,,0.8542,92.73
06/15/1990,,,0.8536,92.59
06/18/1990,,,0.8516,92.02
06/19/1990,,,0.8522,91.91
06/20/1990,,,0.8534,92.06
06/21/1990,,,0.85,92.11
06/22/1990,,,0.8485,91.97
06/25/1990,,,0.85,92.1
06/26/1990,,,0.853,91.46
06/27/1990,,,0.8551,91.53
06/28/1990,,,0.8557,91.68
06/29/1990,,,0.8598,91.15
07/02/1990,,,0.8595,90.51
07/03/1990,,,0.8609,90.43
07/04/1990,,,0.8609,90.43
07/05/1990,,,0.8602,90.41
07/06/1990,,,0.861,90.5
07/09/1990,,,0.8631,90.27
07/10/1990,,,0.8649,89.58
07/11/1990,,,0.863,90.18
07/12/1990,,,0.8648,89.38
07/13/1990,,,0.8647,90.06
07/16/1990,,,0.863,90.19
07/17/1990,,,0.8668,89.69
07/18/1990,,,0.8666,89.84
07/19/1990,,,0.868,89.66
07/20/1990,,,0.8648,89.54
07/23/1990,,,0.8654,88.93
07/24/1990,,,0.865,88.99
07/25/1990,,,0.8682,89.15
07/26/1990,,,0.8681,89.14
07/27/1990,,,0.8683,88.44
07/30/1990,,,0.8673,88.13
07/31/1990,,,0.8681,87.2
08/01/1990,,,0.868,87.42
08/02/1990,,,0.8687,87.73
08/03/1990,,,0.8686,87.54
08/06/1990,,,0.8698,87.12
08/07/1990,,,0.8694,87.52
08/08/1990,,,0.8711,87.59
08/09/1990,,,0.8723,87.69
08/10/1990,,,0.8721,87.59
08/13/1990,,,0.8726,87.01
08/14/1990,,,0.874,86.37
08/15/1990,,,0.8742,86.3
08/16/1990,,,0.8707,85.87
08/17/1990,,,0.8744,85.62
08/20/1990,,,0.8753,86.18
08/21/1990,,,0.8737,86.17
08/22/1990,,,0.8808,85.97
08/23/1990,,,0.8857,85.12
08/24/1990,,,0.8805,85.66
08/27/1990,,,0.876,85.3
08/28/1990,,,0.876,85.4
08/29/1990,,,0.8768,85.57
08/30/1990,,,0.8724,85.92
08/31/1990,,,0.8635,86.58
09/03/1990,,,0.8635,86.58
09/04/1990,,,0.863,86.85
09/05/1990,,,0.8679,85.72
09/06/1990,,,0.8654,85.47
09/07/1990,,,0.8589,86.05
09/10/1990,,,0.8551,86.68
09/11/1990,,,0.8611,86.9
09/12/1990,,,0.86,86.94
09/13/1990,,,0.8601,85.79
09/14/1990,,,0.8587,85.72
09/17/1990,,,0.8637,84.92
09/18/1990,,,0.8629,85.24
09/19/1990,,,0.8654,85.98
09/20/1990,,,0.8662,86.22
09/21/1990,,,0.8675,86.31
09/24/1990,,,0.8692,85.48
09/25/1990,,,0.8693,85.96
09/26/1990,,,0.8662,85.75
09/27/1990,,,0.866,85.72
09/28/1990,,,0.865,85.91
10/01/1990,,,0.8669,85.43
10/02/1990,,,0.8672,85.1
10/03/1990,,,0.8684,84.71
10/04/1990,,,0.8703,84.13
10/05/1990,,,0.8672,84.24
10/08/1990,,,0.8687,83.57
10/09/1990,,,0.8691,83.21
10/10/1990,,,0.8704,83.29
10/11/1990,,,0.8724,82.79
10/12/1990,,,0.8722,83.16
10/15/1990,,,0.8666,83.25
10/16/1990,,,0.8651,82.59
10/17/1990,,,0.857,82.56
10/18/1990,,,0.8527,81.96
10/19/1990,,,0.8522,82.3
10/22/1990,,,0.8501,82.96
10/23/1990,,,0.8532,83.16
10/24/1990,,,0.8557,82.48
10/25/1990,,,0.8569,83.04
10/26/1990,,,0.858,82.88
10/29/1990,,,0.8598,83.24
10/30/1990,,,0.8573,82.99
10/31/1990,,,0.8568,83.27
11/01/1990,,,0.859,82.82
11/02/1990,,,0.8587,82.22
11/05/1990,,,0.8622,81.71
11/06/1990,,,0.8606,82.11
11/07/1990,,,0.8558,82.04
11/08/1990,,,0.8557,82.32
11/09/1990,,,0.8559,82.12
11/12/1990,,,0.8576,81.71
11/13/1990,,,0.8576,81.85
11/14/1990,,,0.8593,81.63
11/15/1990,,,0.8604,81.84
11/16/1990,,,0.8597,81.59
11/19/1990,,,0.86,81.54
11/20/1990,,,0.8625,81.63
11/21/1990,,,0.8638,81.51
11/22/1990,,,0.8638,81.51
11/23/1990,,,0.8627,81.86
11/26/1990,,,0.8619,82.1
11/27/1990,,,0.8591,81.71
11/28/1990,,,0.8581,82.23
11/29/1990,,,0.8593,83.21
11/30/1990,,,0.8585,82.94
12/03/1990,,,0.8579,83.82
12/04/1990,,,0.8598,83.23
12/05/1990,,,0.8605,83.21
12/06/1990,,,0.8607,82.71
12/07/1990,,,0.8628,81.93
12/10/1990,,,0.8648,82.1
12/11/1990,,,0.8623,82.33
12/12/1990,,,0.8618,82.13
12/13/1990,,,0.8628,82.31
12/14/1990,,,0.8633,82.58
12/17/1990,,,0.8638,82.78
12/18/1990,,,0.8654,82.34
12/19/1990,,,0.8628,82.61
12/20/1990,,,0.8633,83.89
12/21/1990,,,0.8624,84.7
12/24/1990,,,0.8624,85.29
12/25/1990,,,0.8624,85.29
12/26/1990,,,0.8624,85.03
12/27/1990,,,0.8613,84.73
12/28/1990,,,0.8621,83.26
12/31/1990,,,0.8619,83.12
01/01/1991,,,0.8619,83.12
01/02/1991,,,0.8651,82.81
01/03/1991,,,0.8669,82.81
01/04/1991,,,0.8684,83.36
01/07/1991,,,0.8674,84.67
01/08/1991,,,0.868,84.95
01/09/1991,,,0.8681,84.53
01/10/1991,,,0.8671,84.19
01/11/1991,,,0.868,84.29
01/14/1991,,,0.8711,84.83
01/15/1991,,,0.8715,84.85
01/16/1991,,,0.8695,85.11
01/17/1991,,,0.8624,83.37
01/18/1991,,,0.8628,82.94
01/21/1991,,,0.8631,82.59
01/22/1991,,,0.862,82.79
01/23/1991,,,0.864,82.21
01/24/1991,,,0.8621,82.46
01/25/1991,,,0.8589,82.63
01/28/1991,,,0.8604,82.41
01/29/1991,,,0.8621,82.7
01/30/1991,,,0.8615,82.34
01/31/1991,,,0.861,82
02/01/1991,,,0.8624,81.64
02/04/1991,,,0.8626,81.38
02/05/1991,,,0.8636,81.06
02/06/1991,,,0.8643,80.52
02/07/1991,,,0.8624,80.87
02/08/1991,,,0.8637,80.84
02/11/1991,,,0.8657,80.49
02/12/1991,,,0.8672,80.89
02/13/1991,,,0.8673,81.23
02/14/1991,,,0.8675,81.36
02/15/1991,,,0.8664,81.92
02/18/1991,,,0.8664,81.92
02/19/1991,,,0.8674,82.61
02/20/1991,,,0.8676,82.67
02/21/1991,,,0.8699,82.47
02/22/1991,,,0.868,83.12
02/25/1991,,,0.8676,83.85
02/26/1991,,,0.8688,83.93
02/27/1991,,,0.868,83.84
02/28/1991,,,0.8699,84.07
03/01/1991,,,0.8678,84.84
03/04/1991,,,0.8656,84.73
03/05/1991,,,0.8654,85.05
03/06/1991,,,0.8629,84.94
03/07/1991,,,0.863,85.24
03/08/1991,,,0.862,86.31
03/11/1991,,,0.8658,86.9
03/12/1991,,,0.8669,86.21
03/13/1991,,,0.8673,86.35
03/14/1991,,,0.8669,86.72
03/15/1991,,,0.8653,87.9
03/18/1991,,,0.8667,88.87
03/19/1991,,,0.8663,89.64
03/20/1991,,,0.8643,89.41
03/21/1991,,,0.8656,88.87
03/22/1991,,,0.864,89.47
03/25/1991,,,0.8615,91.08
03/26/1991,,,0.8623,91.04
03/27/1991,,,0.8627,91.87
03/28/1991,,,0.8637,92.01
03/29/1991,,,0.8637,92.01
04/01/1991,,,0.8634,90.55
04/02/1991,,,0.8658,90.35
04/03/1991,,,0.8652,90.46
04/04/1991,,,0.8658,89.93
04/05/1991,,,0.8669,90.64
04/08/1991,,,0.8669,90.96
04/09/1991,,,0.8678,89.62
04/10/1991,,,0.8687,90.52
04/11/1991,,,0.8696,89.94
04/12/1991,,,0.8692,90.36
04/15/1991,,,0.8706,89.64
04/16/1991,,,0.8704,89.57
04/17/1991,,,0.8693,89.84
04/18/1991,,,0.8677,91.35
04/19/1991,,,0.8662,92.71
04/22/1991,,,0.8626,93.81
04/23/1991,,,0.8646,92.93
04/24/1991,,,0.8663,93.15
04/25/1991,,,0.8675,93.26
04/26/1991,,,0.8681,93.46
04/29/1991,,,0.8675,93.31
04/30/1991,,,0.8681,91.54
05/01/1991,,,0.868,91.86
05/02/1991,,,0.8704,92.26
05/03/1991,,,0.8688,93.41
05/06/1991,,,0.8693,92.69
05/07/1991,,,0.8689,92.07
05/08/1991,,,0.8686,92.6
05/09/1991,,,0.8678,92.51
05/10/1991,,,0.8688,92.38
05/13/1991,,,0.8697,92.01
05/14/1991,,,0.8691,91.29
05/15/1991,,,0.8706,90.79
05/16/1991,,,0.8696,91.15
05/17/1991,,,0.8699,92.95
05/20/1991,,,0.8699,92.72
05/21/1991,,,0.8703,91.82
05/22/1991,,,0.8693,92.27
05/23/1991,,,0.8699,91.9
05/24/1991,,,0.8699,91.68
05/27/1991,,,0.8699,91.68
05/28/1991,,,0.8725,91.17
05/29/1991,,,0.8726,92.02
05/30/1991,,,0.873,92.18
05/31/1991,,,0.8734,93.15
06/03/1991,,,0.874,93.44
06/04/1991,,,0.874,93.27
06/05/1991,,,0.8734,93.49
06/06/1991,,,0.8724,93.7
06/07/1991,,,0.8713,94.56
06/10/1991,,,0.8717,94.56
06/11/1991,,,0.8737,94.85
06/12/1991,,,0.8746,95.56
06/13/1991,,,0.8747,95.91
06/14/1991,,,0.8753,95.79
06/17/1991,,,0.876,95.78
06/18/1991,,,0.8758,96.73
06/19/1991,,,0.8754,95.6
06/20/1991,,,0.8764,95.45
06/21/1991,,,0.8751,95.91
06/24/1991,,,0.8756,95.05
06/25/1991,,,0.876,95.55
06/26/1991,,,0.8756,95.3
06/27/1991,,,0.8758,95.5
06/28/1991,,,0.8761,96.03
07/01/1991,,,0.8754,96.81
07/02/1991,,,0.8754,97.15
07/03/1991,,,0.8755,97.07
07/04/1991,,,0.8755,97.07
07/05/1991,,,0.8746,96.72
07/08/1991,,,0.8732,96.03
07/09/1991,,,0.8712,96.48
07/10/1991,,,0.8718,96.35
07/11/1991,,,0.8705,97.18
07/12/1991,,,0.8703,95.15
07/15/1991,,,0.8726,95.21
07/16/1991,,,0.8723,95.64
07/17/1991,,,0.8712,95.24
07/18/1991,,,0.8649,94.66
07/19/1991,,,0.8613,93.48
07/22/1991,,,0.8663,94.17
07/23/1991,,,0.8669,94
07/24/1991,,,0.8676,93.23
07/25/1991,,,0.8684,94.19
07/26/1991,,,0.8701,93.52
07/29/1991,,,0.8705,93.68
07/30/1991,,,0.8681,94
07/31/1991,,,0.8685,93.49
08/01/1991,,,0.8697,93.97
08/02/1991,,,0.8694,93.33
08/05/1991,,,0.8696,92.39
08/06/1991,,,0.8711,91.97
08/07/1991,,,0.8721,92.02
08/08/1991,,,0.8724,92.3
08/09/1991,,,0.8723,92.87
08/12/1991,,,0.872,92.7
08/13/1991,,,0.8723,93
08/14/1991,,,0.8747,93.21
08/15/1991,,,0.8745,93.68
08/16/1991,,,0.8734,94.38
08/19/1991,,,0.8752,96.46
08/20/1991,,,0.876,95.46
08/21/1991,,,0.8741,93.23
08/22/1991,,,0.875,92.9
08/23/1991,,,0.8741,93.58
08/26/1991,,,0.8746,93.56
08/27/1991,,,0.8762,93.6
08/28/1991,,,0.8773,93.1
08/29/1991,,,0.8775,93.37
08/30/1991,,,0.8756,93.49
09/02/1991,,,0.8756,93.49
09/03/1991,,,0.8763,92.95
09/04/1991,,,0.876,92.92
09/05/1991,,,0.8764,93
09/06/1991,,,0.8779,92.12
09/09/1991,,,0.878,91.16
09/10/1991,,,0.8769,91.16
09/11/1991,,,0.8787,90.95
09/12/1991,,,0.8796,90.77
09/13/1991,,,0.8802,90.95
09/16/1991,,,0.8798,90.34
09/17/1991,,,0.8803,90.24
09/18/1991,,,0.8796,90.83
09/19/1991,,,0.8809,90.93
09/20/1991,,,0.8814,90.77
09/23/1991,,,0.8818,90.15
09/24/1991,,,0.882,90.85
09/25/1991,,,0.882,90.51
09/26/1991,,,0.8807,90.83
09/27/1991,,,0.8823,90.07
09/30/1991,,,0.8833,89.9
10/01/1991,,,0.8842,90.02
10/02/1991,,,0.884,89.82
10/03/1991,,,0.8843,89.52
10/04/1991,,,0.8843,90.06
10/07/1991,,,0.8857,90.13
10/08/1991,,,0.8862,91.19
10/09/1991,,,0.8856,90.6
10/10/1991,,,0.885,90.81
10/11/1991,,,0.886,90.5
10/14/1991,,,0.885,90.92
10/15/1991,,,0.8856,91.52
10/16/1991,,,0.8844,91.25
10/17/1991,,,0.8866,90.75
10/18/1991,,,0.8873,90.43
10/21/1991,,,0.888,90.74
10/22/1991,,,0.888,91.03
10/23/1991,,,0.8872,91.62
10/24/1991,,,0.8884,91.08
10/25/1991,,,0.8886,91.11
10/28/1991,,,0.8887,91.89
10/29/1991,,,0.8906,90.48
10/30/1991,,,0.8907,89.91
10/31/1991,,,0.8902,89.94
11/01/1991,,,0.8929,88.73
11/04/1991,,,0.892,88.44
11/05/1991,,,0.8927,88.5
11/06/1991,,,0.8904,88.44
11/07/1991,,,0.8918,88.71
11/08/1991,,,0.8839,88.91
11/11/1991,,,0.8827,88.65
11/12/1991,,,0.8838,88.7
11/13/1991,,,0.8841,88.42
11/14/1991,,,0.8846,88.27
11/15/1991,,,0.885,87.86
11/18/1991,,,0.8861,87.5
11/19/1991,,,0.8862,87.06
11/20/1991,,,0.8798,87.12
11/21/1991,,,0.8809,87.14
11/22/1991,,,0.8783,86.63
11/25/1991,,,0.8772,86.65
11/26/1991,,,0.8797,87.6
11/27/1991,,,0.8799,87.84
11/28/1991,,,0.8799,87.84
11/29/1991,,,0.881,88.19
12/02/1991,,,0.8825,87.74
12/03/1991,,,0.8816,87.51
12/04/1991,,,0.8795,87.1
12/05/1991,,,0.8781,86.68
12/06/1991,,,0.8796,85.75
12/09/1991,,,0.88,86.01
12/10/1991,,,0.8803,86.25
12/11/1991,,,0.8763,86.26
12/12/1991,,,0.8743,86.48
12/13/1991,,,0.8751,86.62
12/16/1991,,,0.8738,86.02
12/17/1991,,,0.8724,85.89
12/18/1991,,,0.8718,85.88
12/19/1991,,,0.8654,85.48
12/20/1991,,,0.8659,84.46
12/23/1991,,,0.8623,83.72
12/24/1991,,,0.8618,83.85
12/25/1991,,,0.8618,83.85
12/26/1991,,,0.8621,83.31
12/27/1991,,,0.8618,83.67
12/30/1991,,,0.8635,83.74
12/31/1991,,,0.8656,83.53
01/01/1992,,,0.8656,83.53
01/02/1992,,,0.8683,83.88
01/03/1992,,,0.8718,84.42
01/06/1992,,,0.8756,83.11
01/07/1992,,,0.8752,82.84
01/08/1992,,,0.8749,82.96
01/09/1992,,,0.871,85.32
01/10/1992,,,0.8668,86.51
01/13/1992,,,0.8699,86.16
01/14/1992,,,0.8691,86.67
01/15/1992,,,0.8652,88.18
01/16/1992,,,0.8664,87.83
01/17/1992,,,0.8669,86.39
01/20/1992,,,0.8691,86.27
01/21/1992,,,0.8663,86.15
01/22/1992,,,0.8653,86.26
01/23/1992,,,0.8635,86.94
01/24/1992,,,0.8552,86.37
01/27/1992,,,0.8499,87.41
01/28/1992,,,0.8516,87.05
01/29/1992,,,0.8503,86.98
01/30/1992,,,0.8507,87.58
01/31/1992,,,0.8512,87.49
02/03/1992,,,0.8514,87.08
02/04/1992,,,0.8456,86.7
02/05/1992,,,0.848,86.25
02/06/1992,,,0.8463,86.1
02/07/1992,,,0.8481,85.29
02/10/1992,,,0.849,86.1
02/11/1992,,,0.8458,86.93
02/12/1992,,,0.846,87.5
02/13/1992,,,0.8427,88.28
02/14/1992,,,0.8426,88.32
02/17/1992,,,0.8426,88.23
02/18/1992,,,0.841,89.06
02/19/1992,,,0.8431,89.05
02/20/1992,,,0.8443,89.09
02/21/1992,,,0.8438,89.65
02/24/1992,,,0.841,89.44
02/25/1992,,,0.8428,89.75
02/26/1992,,,0.8475,89.2
02/27/1992,,,0.8486,88.72
02/28/1992,,,0.845,88.99
03/02/1992,,,0.8428,89.19
03/03/1992,,,0.8394,89.96
03/04/1992,,,0.8394,90.53
03/05/1992,,,0.8408,90.69
03/06/1992,,,0.839,90.48
03/09/1992,,,0.8387,90.26
03/10/1992,,,0.8354,90.72
03/11/1992,,,0.8369,90.35
03/12/1992,,,0.8351,90.83
03/13/1992,,,0.835,90.84
03/16/1992,,,0.8347,90.51
03/17/1992,,,0.8379,89.76
03/18/1992,,,0.8375,89.99
03/19/1992,,,0.8356,90.91
03/20/1992,,,0.8346,90.94
03/23/1992,,,0.8383,90.68
03/24/1992,,,0.8396,90.54
03/25/1992,,,0.8421,90
03/26/1992,,,0.8395,90.52
03/27/1992,,,0.8411,89.56
03/30/1992,,,0.8398,89.81
03/31/1992,,,0.8406,89.65
04/01/1992,,,0.8394,90.22
04/02/1992,,,0.838,89.85
04/03/1992,,,0.8409,89.09
04/06/1992,,,0.8413,89.02
04/07/1992,,,0.8416,88.84
04/08/1992,,,0.8412,88.99
04/09/1992,,,0.8411,88.48
04/10/1992,,,0.8426,89.25
04/13/1992,,,0.843,89.78
04/14/1992,,,0.8463,89.78
04/15/1992,,,0.8481,90.12
04/16/1992,,,0.8456,90.51
04/17/1992,,,0.8456,90.51
04/20/1992,,,0.8476,90.51
04/21/1992,,,0.8464,90.5
04/22/1992,,,0.8434,90.21
04/23/1992,,,0.842,90.28
04/24/1992,,,0.843,89.79
04/27/1992,,,0.8356,89.78
04/28/1992,,,0.836,89.75
04/29/1992,,,0.837,89.93
04/30/1992,,,0.8385,89.62
05/01/1992,,,0.841,89.12
05/04/1992,,,0.8397,89.45
05/05/1992,,,0.8378,89.04
05/06/1992,,,0.8356,88.67
05/07/1992,,,0.8345,88.92
05/08/1992,,,0.8312,89.39
05/11/1992,,,0.8293,89.15
05/12/1992,,,0.8298,88.29
05/13/1992,,,0.8304,87.59
05/14/1992,,,0.8314,87.94
05/15/1992,,,0.8311,87.63
05/18/1992,,,0.834,86.91
05/19/1992,,,0.8373,86.75
05/20/1992,,,0.8372,87.27
05/21/1992,,,0.8354,87.96
05/22/1992,,,0.8352,87.9
05/25/1992,,,0.8352,87.9
05/26/1992,,,0.8318,87.65
05/27/1992,,,0.8294,88.83
05/28/1992,,,0.8305,88.27
05/29/1992,,,0.8309,87.22
06/01/1992,,,0.8302,87.1
06/02/1992,,,0.8311,87.34
06/03/1992,,,0.8327,87.26
06/04/1992,,,0.8355,87.08
06/05/1992,,,0.8378,86.58
06/08/1992,,,0.8372,86.57
06/09/1992,,,0.8387,86.72
06/10/1992,,,0.8385,86.78
06/11/1992,,,0.8391,86.01
06/12/1992,,,0.84,85.97
06/15/1992,,,0.8388,85.72
06/16/1992,,,0.8354,85.44
06/17/1992,,,0.8354,85.95
06/18/1992,,,0.8347,85.61
06/19/1992,,,0.8345,85.91
06/22/1992,,,0.8375,85.58
06/23/1992,,,0.8357,85.57
06/24/1992,,,0.8362,84.9
06/25/1992,,,0.8373,84.28
06/26/1992,,,0.8378,84.13
06/29/1992,,,0.8368,83.62
06/30/1992,,,0.8344,83.72
07/01/1992,,,0.831,83.64
07/02/1992,,,0.8315,83.1
07/03/1992,,,0.8315,83.1
07/06/1992,,,0.8331,83.13
07/07/1992,,,0.8361,82.15
07/08/1992,,,0.8393,82.32
07/09/1992,,,0.8392,83.32
07/10/1992,,,0.8382,82.62
07/13/1992,,,0.8385,81.84
07/14/1992,,,0.8387,82.18
07/15/1992,,,0.8382,82.07
07/16/1992,,,0.8393,81.75
07/17/1992,,,0.8406,81.04
07/20/1992,,,0.8397,82.54
07/21/1992,,,0.839,82.41
07/22/1992,,,0.8406,82.44
07/23/1992,,,0.8406,82.34
07/24/1992,,,0.8389,83.18
07/27/1992,,,0.8413,82.23
07/28/1992,,,0.8428,81.83
07/29/1992,,,0.8431,82.22
07/30/1992,,,0.8455,81.98
07/31/1992,,,0.8448,81.91
08/03/1992,,,0.8445,81.9
08/04/1992,,,0.8433,82.03
08/05/1992,,,0.8439,82.3
08/06/1992,,,0.8429,82.15
08/07/1992,,,0.8449,81.65
08/10/1992,,,0.8421,81.61
08/11/1992,,,0.843,81.75
08/12/1992,,,0.8384,81.61
08/13/1992,,,0.8374,81.3
08/14/1992,,,0.838,81.66
08/17/1992,,,0.8371,81.58
08/18/1992,,,0.835,81.33
08/19/1992,,,0.8352,81.19
08/20/1992,,,0.8378,80.92
08/21/1992,,,0.8389,80.16
08/24/1992,,,0.8411,78.94
08/25/1992,,,0.8406,78.87
08/26/1992,,,0.8389,79.21
08/27/1992,,,0.8362,79.31
08/28/1992,,,0.8356,79.17
08/31/1992,,,0.8366,78.88
09/01/1992,,,0.8372,78.33
09/02/1992,,,0.835,78.41
09/03/1992,,,0.8357,79.4
09/04/1992,,,0.8343,78.82
09/07/1992,,,0.8343,78.82
09/08/1992,,,0.8288,78.49
09/09/1992,,,0.822,79.46
09/10/1992,,,0.8208,79.74
09/11/1992,,,0.8223,80.65
09/14/1992,,,0.8237,82.9
09/15/1992,,,0.821,83.39
09/16/1992,,,0.8172,84.33
09/17/1992,,,0.8219,83.64
09/18/1992,,,0.8206,84.73
09/21/1992,,,0.8118,84.42
09/22/1992,,,0.8092,84.69
09/23/1992,,,0.8047,84.45
09/24/1992,,,0.805,84.07
09/25/1992,,,0.8064,83.85
09/28/1992,,,0.8008,82.69
09/29/1992,,,0.7983,81
09/30/1992,,,0.8016,81.1
10/01/1992,,,0.8028,81.79
10/02/1992,,,0.7992,81.36
10/05/1992,,,0.8017,82.4
10/06/1992,,,0.8016,82.62
10/07/1992,,,0.8024,83.28
10/08/1992,,,0.7991,84.87
10/09/1992,,,0.8003,84.81
10/12/1992,,,0.8032,83.98
10/13/1992,,,0.803,83.81
10/14/1992,,,0.801,83.75
10/15/1992,,,0.8001,83.53
10/16/1992,,,0.8033,84.56
10/19/1992,,,0.803,85.5
10/20/1992,,,0.8082,86.46
10/21/1992,,,0.8059,86.63
10/22/1992,,,0.8046,85.93
10/23/1992,,,0.8021,86.8
10/26/1992,,,0.8017,87.25
10/27/1992,,,0.8093,87.01
10/28/1992,,,0.8075,87.66
10/29/1992,,,0.8062,87.33
10/30/1992,,,0.8073,87.63
11/02/1992,,,0.8051,88.84
11/03/1992,,,0.8041,88.55
11/04/1992,,,0.8018,88.64
11/05/1992,,,0.7999,89.21
11/06/1992,,,0.7973,89.92
11/09/1992,,,0.7957,90.19
11/10/1992,,,0.7914,89.8
11/11/1992,,,0.7894,89.62
11/12/1992,,,0.7924,89.44
11/13/1992,,,0.7909,88.97
11/16/1992,,,0.7871,90.04
11/17/1992,,,0.7851,90
11/18/1992,,,0.7837,89.86
11/19/1992,,,0.786,89.56
11/20/1992,,,0.78,91.12
11/23/1992,,,0.7774,90.87
11/24/1992,,,0.7766,90.68
11/25/1992,,,0.7784,90.41
11/26/1992,,,0.7784,90.75
11/27/1992,,,0.7771,91.11
11/30/1992,,,0.7766,90.83
12/01/1992,,,0.7783,90.11
12/02/1992,,,0.7808,90.03
12/03/1992,,,0.7844,90.15
12/04/1992,,,0.7824,90.56
12/07/1992,,,0.7849,88.97
12/08/1992,,,0.7855,89.13
12/09/1992,,,0.7859,89.89
12/10/1992,,,0.7854,90.15
12/11/1992,,,0.7846,90.13
12/14/1992,,,0.7849,89.71
12/15/1992,,,0.782,89.78
12/16/1992,,,0.783,89.33
12/17/1992,,,0.7852,89.37
12/18/1992,,,0.784,89.68
12/21/1992,,,0.7903,89.83
12/22/1992,,,0.7925,90.75
12/23/1992,,,0.7937,91.05
12/24/1992,,,0.793,91.18
12/25/1992,,,0.793,91.14
12/28/1992,,,0.7917,92.16
12/29/1992,,,0.7893,92.15
12/30/1992,,,0.7875,92.17
12/31/1992,,,0.787,92.36
01/01/1993,,,0.787,92.36
01/04/1993,,,0.781,93.46
01/05/1993,,,0.7827,92.64
01/06/1993,,,0.7813,93.07
01/07/1993,,,0.7818,93.17
01/08/1993,,,0.7796,93.45
01/11/1993,,,0.7829,92.69
01/12/1993,,,0.7829,92.89
01/13/1993,,,0.7805,92.62
01/14/1993,,,0.7817,92.61
01/15/1993,,,0.78,93.04
01/18/1993,,,0.784,92.06
01/19/1993,,,0.7821,92
01/20/1993,,,0.7812,91.55
01/21/1993,,,0.7781,92.25
01/22/1993,,,0.7797,91.41
01/25/1993,,,0.7825,90.47
01/26/1993,,,0.786,90.55
01/27/1993,,,0.788,91.36
01/28/1993,,,0.7876,91.28
01/29/1993,,,0.7885,92.46
02/01/1993,,,0.7916,93.56
02/02/1993,,,0.7906,93.92
02/03/1993,,,0.789,94.24
02/04/1993,,,0.7914,94.53
02/05/1993,,,0.7933,94.4
02/08/1993,,,0.7914,94.35
02/09/1993,,,0.7883,94.03
02/10/1993,,,0.7907,94.47
02/11/1993,,,0.797,94.32
02/12/1993,,,0.7964,94.25
02/15/1993,,,0.7964,94.38
02/16/1993,,,0.7949,93.09
02/17/1993,,,0.7915,92.93
02/18/1993,,,0.7932,93.2
02/19/1993,,,0.7945,93.38
02/22/1993,,,0.7933,92.65
02/23/1993,,,0.7978,92.91
02/24/1993,,,0.7942,93.41
02/25/1993,,,0.798,93.51
02/26/1993,,,0.8004,94.01
03/01/1993,,,0.8014,94.18
03/02/1993,,,0.8015,93.25
03/03/1993,,,0.8045,93.4
03/04/1993,,,0.8038,93.22
03/05/1993,,,0.802,94.3
03/08/1993,,,0.8044,94.02
03/09/1993,,,0.8025,94.37
03/10/1993,,,0.8028,94.29
03/11/1993,,,0.8022,94.36
03/12/1993,,,0.8034,94.5
03/15/1993,,,0.8014,94.55
03/16/1993,,,0.799,94.3
03/17/1993,,,0.7992,94.22
03/18/1993,,,0.8016,93.18
03/19/1993,,,0.8021,92.88
03/22/1993,,,0.8016,92.94
03/23/1993,,,0.8014,92.73
03/24/1993,,,0.8045,93.29
03/25/1993,,,0.8034,93.52
03/26/1993,,,0.8034,92.93
03/29/1993,,,0.8026,92.78
03/30/1993,,,0.7987,92.47
03/31/1993,,,0.7946,91.87
04/01/1993,,,0.7938,91.15
04/02/1993,,,0.7911,91.37
04/05/1993,,,0.792,91.2
04/06/1993,,,0.7945,91.72
04/07/1993,,,0.7927,91.97
04/08/1993,,,0.7945,91.25
04/09/1993,,,0.7945,91.22
04/12/1993,,,0.7932,90.67
04/13/1993,,,0.7927,89.97
04/14/1993,,,0.7917,90.51
04/15/1993,,,0.7939,90.95
04/16/1993,,,0.7942,91.31
04/19/1993,,,0.7964,90.37
04/20/1993,,,0.7958,90.18
04/21/1993,,,0.7945,90.33
04/22/1993,,,0.7917,89.84
04/23/1993,,,0.7924,89.38
04/26/1993,,,0.7948,88.6
04/27/1993,,,0.7867,89.59
04/28/1993,,,0.7861,89.27
04/29/1993,,,0.7852,89.25
04/30/1993,,,0.787,89.5
05/03/1993,,,0.7883,89.32
05/04/1993,,,0.7864,89
05/05/1993,,,0.7849,89.11
05/06/1993,,,0.7877,88.77
05/07/1993,,,0.7875,89.23
05/10/1993,,,0.7878,90.52
05/11/1993,,,0.7851,90.51
05/12/1993,,,0.7841,90.58
05/13/1993,,,0.786,90.93
05/14/1993,,,0.7847,90.15
05/17/1993,,,0.7832,90.64
05/18/1993,,,0.7881,90.91
05/19/1993,,,0.7905,90.67
05/20/1993,,,0.7889,90.38
05/21/1993,,,0.79,90.7
05/24/1993,,,0.7927,91.04
05/25/1993,,,0.7938,90.63
05/26/1993,,,0.7918,90.49
05/27/1993,,,0.7913,89.51
05/28/1993,,,0.7861,88.96
05/31/1993,,,0.7861,89.08
06/01/1993,,,0.7859,89.02
06/02/1993,,,0.7869,89.4
06/03/1993,,,0.7849,89.33
06/04/1993,,,0.7813,90.75
06/07/1993,,,0.7803,90.42
06/08/1993,,,0.7792,90.44
06/09/1993,,,0.7801,90.83
